PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Liu, MS; Peng, TY; Li, HN; Zhao, L; Sang, YH; Feng, QW; Xu, L; Jiang, YH; Liu, H; Zhang, JM				Liu, Maosong; Peng, Tingyu; Li, Henan; Zhao, Long; Sang, Yuanhua; Feng, Qunwei; Xu, Li; Jiang, Yinhua; Liu, Hong; Zhang, Jianming			Photoresponsive nanostructure assisted green synthesis of organics and polymers	APPLIED CATALYSIS B-ENVIRONMENTAL																	Li, Henan/0000-0002-9147-6420												0926-3373	1873-3883				JUL 15	2019	249						172	210		10.1016/j.apcatb.2019.02.071								WOS:000464487500019						
J	Silva, DB; Cruz-Alcalde, A; Sans, C; Gimenez, J; Esplugas, S				Bertagna Silva, Danilo; Cruz-Alcalde, Alberto; Sans, Carmen; Gimenez, Jaime; Esplugas, Santiago			Performance and kinetic modelling of photolytic and photocatalytic ozonation for enhanced micropollutants removal in municipal wastewaters	APPLIED CATALYSIS B-ENVIRONMENTAL																Sans Mazon, Carmen/K-8584-2014	Sans Mazon, Carmen/0000-0003-1713-5561												0926-3373	1873-3883				JUL 15	2019	249						211	217		10.1016/j.apcatb.2019.02.072								WOS:000464487500020						
J	Zwiener, L; Girgsdies, F; Brennecke, D; Teschner, D; Machoke, AGF; Schlogl, R; Frei, E				Zwiener, Leon; Girgsdies, Frank; Brennecke, Daniel; Teschner, Detre; Machoke, Albert G. F.; Schloegl, Robert; Frei, Elias			Evolution of zincian malachite synthesis by low temperature co-precipitation and its catalytic impact on the methanol synthesis	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				JUL 15	2019	249						218	226		10.1016/j.apcatb.2019.02.023								WOS:000464487500021						
J	Zhang, XL; Zhang, Y; Li, FW; Easton, CD; Bond, AM; Zhang, J				Zhang, Xiaolong; Zhang, Ying; Li, Fengwang; Easton, Christopher D.; Bond, Alan M.; Zhang, Jie			Oxomolybdate anchored on copper for electrocatalytic hydrogen production over the entire pH range	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				JUL 15	2019	249						227	234		10.1016/j.apcatb.2019.02.058								WOS:000464487500022						
J	Kalanur, SS; Seo, H				Kalanur, Shankara S.; Seo, Hyungtak			Facile growth of compositionally tuned copper vanadate nanostructured thin films for efficient photoelectrochemical water splitting	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				JUL 15	2019	249						235	245		10.1016/j.apcatb.2019.02.069								WOS:000464487500023						
J	He, H; Cao, J; Guo, MN; Lin, HL; Zhang, JF; Chen, Y; Chen, SF				He, Heng; Cao, Jing; Guo, Minna; Lin, Haili; Zhang, Jinfeng; Chen, Yong; Chen, Shifu			Distinctive ternary CdS/Ni2P/g-C3N4 composite for overall water splitting: Ni2P accelerating separation of photocarriers	APPLIED CATALYSIS B-ENVIRONMENTAL																	chen, yong/0000-0001-6689-8923												0926-3373	1873-3883				JUL 15	2019	249						246	256		10.1016/j.apcatb.2019.02.055								WOS:000464487500024						
J	Wang, B; Xiong, YY; Han, YY; Hong, JP; Zhang, YH; Li, JL; Jing, FL; Chu, W				Wang, Bo; Xiong, Yingying; Han, Yaoyao; Hong, Jingping; Zhang, Yuhua; Li, Jinlin; Jing, Fangli; Chu, Wei			Preparation of stable and highly active Ni/CeO2 catalysts by glow discharge plasma technique for glycerol steam reforming	APPLIED CATALYSIS B-ENVIRONMENTAL																	Hong, Jingping/0000-0002-9839-5973												0926-3373	1873-3883				JUL 15	2019	249						257	265		10.1016/j.apcatb.2019.02.074								WOS:000464487500025						
J	Cao, JW; Zhang, JY; Dong, XA; Fu, HL; Zhang, XM; Lv, XS; Li, YH; Jiang, GM				Cao, Jiwu; Zhang, Jingyuan; Dong, Xing'an; Fu, Hailu; Zhang, Xianming; Lv, Xiaoshu; Li, Yuhan; Jiang, Guangming			Defective borate-decorated polymer carbon nitride: Enhanced photocatalytic NO removal, synergy effect and reaction pathway	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				JUL 15	2019	249						266	274		10.1016/j.apcatb.2019.03.012								WOS:000464487500026						
J	Zeng, YX; Li, H; Luo, JM; Yuan, JL; Wang, LL; Liu, CB; Xia, YC; Liu, MJ; Luo, SL; Cai, T; Liu, S; Crittenden, JC				Zeng, Yunxiong; Li, Hao; Luo, Jinming; Yuan, Jili; Wang, Longlu; Liu, Chengbin; Xia, Yingchun; Liu, Meijun; Luo, Shenglian; Cai, Tao; Liu, Su; Crittenden, John C.			Sea-urchin-structure g-C3N4 with narrow bandgap ((similar to)2.0 eV) for efficient overall water splitting under visible light irradiation	APPLIED CATALYSIS B-ENVIRONMENTAL																	Liu, Chenbin/0000-0002-5664-0950												0926-3373	1873-3883				JUL 15	2019	249						275	281		10.1016/j.apcatb.2019.03.010								WOS:000464487500027						
J	Liu, JJ; Xiong, CB; Jiang, SJ; Wu, X; Song, SQ				Liu, Jingjie; Xiong, Chuanbao; Jiang, Shujuan; Wu, Xi; Song, Shaoqing			Efficient evolution of reactive oxygen species over the coordinated pi-delocalization g-C3N4 with favorable charge transfer for sustainable pollutant elimination	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				JUL 15	2019	249						282	291		10.1016/j.apcatb.2019.03.014								WOS:000464487500028						
J	Teles, CA; de Souza, PM; Braga, AH; Rabelo-Neto, RC; Teran, A; Jacobs, G; Resasco, DE; Noronha, FB				Teles, Camila A.; de Souza, Priscilla M.; Braga, Adriano Henrique; Rabelo-Neto, Raimundo C.; Teran, Alejandra; Jacobs, Gary; Resasco, Daniel E.; Noronha, Fabio B.			The role of defect sites and oxophilicity of the support on the phenol hydrodeoxygenation reaction	APPLIED CATALYSIS B-ENVIRONMENTAL																Braga, Adriano Henrique/C-8606-2016; Jacobs, Gary/M-5349-2015	Braga, Adriano Henrique/0000-0003-4227-6550; Jacobs, Gary/0000-0003-0691-6717												0926-3373	1873-3883				JUL 15	2019	249						292	305		10.1016/j.apcatb.2019.02.077								WOS:000464487500029						
J	Li, YH; Chen, BX; Duan, XZ; Chen, SM; Liu, DB; Zang, KT; Si, R; Lou, FL; Wang, XH; Ronning, M; Song, L; Luo, J; Chen, D				Li, Yahao; Chen, Bingxu; Duan, Xuezhi; Chen, Shuangming; Liu, Daobin; Zang, Ketao; Si, Rui; Lou, Fengliu; Wang, Xuehang; Ronning, Magnus; Song, Li; Luo, Jun; Chen, De			Atomically dispersed Fe-N-P-C complex electrocatalysts for superior oxygen reduction	APPLIED CATALYSIS B-ENVIRONMENTAL																QIAN, LIU/S-1353-2019													0926-3373	1873-3883				JUL 15	2019	249						306	315		10.1016/j.apcatb.2019.03.016								WOS:000464487500030						
J	Li, KL; Xu, LL; Zhang, Y; Cao, AX; Wang, YJ; Huang, HO; Wang, J				Li, Kuiling; Xu, Lili; Zhang, Yong; Cao, Aixin; Wang, Yujue; Huang, Haiou; Wang, Jun			A novel electro-catalytic membrane contactor for improving the efficiency of ozone on wastewater treatment	APPLIED CATALYSIS B-ENVIRONMENTAL																Wang, Yujue/G-5662-2011	Wang, Yujue/0000-0001-6321-9542												0926-3373	1873-3883				JUL 15	2019	249						316	321		10.1016/j.apcatb.2019.03.015								WOS:000464487500031						
J	Morais, DFS; Boaventura, RAR; Moreira, FC; Vilar, VJP				Morais, Daniela F. S.; Boaventura, Rui A. R.; Moreira, Francisca C.; Vilar, Vitor J. P.			Advances in bromate reduction by heterogeneous photocatalysis: The use of a static mixer as photocatalyst support	APPLIED CATALYSIS B-ENVIRONMENTAL																	C. Moreira, Francisca/0000-0002-7067-1454; Vilar, Vitor/0000-0003-0943-2144												0926-3373	1873-3883				JUL 15	2019	249						322	332		10.1016/j.apcatb.2019.02.070								WOS:000464487500032						
J	Bai, ZF; Chen, BB; Zhao, Q; Shi, C; Crocker, M				Bai, Zhifeng; Chen, Bingbing; Zhao, Qi; Shi, Chuan; Crocker, Mark			Positive effects of K+ in hybrid CoMn-K and Pd/Ba/Al2O3 catalysts for NOx storage and reduction	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				JUL 15	2019	249						333	345		10.1016/j.apcatb.2019.01.095								WOS:000464487500033						
J	Zhang, S; Liu, Y; Gu, PC; Ma, R; Wen, T; Zhao, GX; Li, L; Ai, YJ; Hu, C; Wang, XK				Zhang, Sai; Liu, Yang; Gu, Pengcheng; Ma, Ran; Wen, Tao; Zhao, Guixia; Li, Lei; Ai, Yuejie; Hu, Chun; Wang, Xiangke			Enhanced photodegradation of toxic organic pollutants using dual-oxygen-doped porous g-C3N4: Mechanism exploration from both experimental and DFT studies	APPLIED CATALYSIS B-ENVIRONMENTAL																	Wen, Tao/0000-0001-9089-3196												0926-3373	1873-3883				JUL 5	2019	248						1	10		10.1016/j.apcatb.2019.02.008								WOS:000463126200001						
J	Zhang, C; Zhang, MY; Li, Y; Shuai, DM				Zhang, Chi; Zhang, Mengyang; Li, Yi; Shuai, Danmeng			Visible-light-driven photocatalytic disinfection of human adenovirus by a novel heterostructure of oxygen-doped graphitic carbon nitride and hydrothermal carbonation carbon	APPLIED CATALYSIS B-ENVIRONMENTAL																Shuai, Danmeng/E-2212-2011	Shuai, Danmeng/0000-0003-3817-4092												0926-3373	1873-3883				JUL 5	2019	248						11	21		10.1016/j.apcatb.2019.02.009								WOS:000463126200002						
J	Chen, SJ; Fu, HB; Zhang, L; Wan, Y				Chen, Shangjun; Fu, Haibin; Zhang, Li; Wan, Ying			Nanospherical mesoporous carbon-supported gold as an efficient heterogeneous catalyst in the elimination of mass transport limitations	APPLIED CATALYSIS B-ENVIRONMENTAL																QIAN, LIU/S-1353-2019													0926-3373	1873-3883				JUL 5	2019	248						22	30		10.1016/j.apcatb.2019.02.006								WOS:000463126200003						
J	Zhou, SH; Dai, FL; Xiang, ZY; Song, T; Liu, DT; Lu, FC; Qi, HS				Zhou, Shenghui; Dai, Fanglin; Xiang, Zhouyang; Song, Tao; Liu, Detao; Lu, Fachuang; Qi, Haisong			Zirconium-lignosulfonate polyphenolic polymer for highly efficient hydrogen transfer of biomass-derived oxygenates under mild conditions	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				JUL 5	2019	248						31	43		10.1016/j.apcatb.2019.02.011								WOS:000463126200004						
J	Wang, YY; Zhang, YW; Zhao, S; Huang, ZW; Chen, WX; Zhou, YM; Lv, XS; Yuan, SH				Wang, Yanyun; Zhang, Yiwei; Zhao, Shuo; Huang, Ziwei; Chen, Wenxia; Zhou, Yuming; Lv, Xushuai; Yuan, Shenhao			Bio-template synthesis of Mo-doped polymer carbon nitride for photocatalytic hydrogen evolution	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				JUL 5	2019	248						44	53		10.1016/j.apcatb.2019.02.007								WOS:000463126200005						
J	Rodriguez-Chueca, J; Guerra-Rodriguez, S; Raez, JM; Lopez-Munoz, MJ; Rodriguez, E				Rodriguez-Chueca, Jorge; Guerra-Rodriguez, Sonia; Raez, Julia M.; Lopez-Munoz, Maria-Jose; Rodriguez, Encarnacion			Assessment of different iron species as activators of S2O82- and HSO5- for inactivation of wild bacteria strains	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				JUL 5	2019	248						54	61		10.1016/j.apcatb.2019.02.003								WOS:000463126200006						
J	Rodriguez-Chueca, J; Giannakis, S; Marjanovic, M; Kohantorabi, M; Gholami, MR; Grandjean, D; de Alencastro, LF; Pulgarin, C				Rodriguez-Chueca, Jorge; Giannakis, Stefanos; Marjanovic, Miloch; Kohantorabi, Mona; Gholami, Mohammad Reza; Grandjean, Dominique; de Alencastro, Luiz Felippe; Pulgarin, Cesar			Solar-assisted bacterial disinfection and removal of contaminants of emerging concern by Fe2+-activated HSO5- vs. S2O82- in drinking water	APPLIED CATALYSIS B-ENVIRONMENTAL																Giannakis, Stefanos/S-2537-2017	Giannakis, Stefanos/0000-0002-6982-7351												0926-3373	1873-3883				JUL 5	2019	248						62	72		10.1016/j.apcatb.2019.02.018								WOS:000463126200007						
J	Cheng, QP; Zhao, N; Lyu, SS; Tian, Y; Gao, F; Dong, L; Jiang, Z; Zhang, J; Tsubaki, N; Li, XG				Cheng, Qingpeng; Zhao, Na; Lyu, Shuaishuai; Tian, Ye; Gao, Fei; Dong, Lin; Jiang, Zheng; Zhang, Jing; Tsubaki, Noritatsu; Li, Xingang			Tuning interaction between cobalt catalysts and nitrogen dopants in carbon nanospheres to promote Fischer-Tropsch synthesis	APPLIED CATALYSIS B-ENVIRONMENTAL																Gao, Fei/P-4228-2019; QIAN, LIU/S-1353-2019	Gao, Fei/0000-0001-8626-5509; Li, Xingang/0000-0002-8226-9796; tian, ye/0000-0002-9168-6954												0926-3373	1873-3883				JUL 5	2019	248						73	83		10.1016/j.apcatb.2019.02.024								WOS:000463126200008						
J	Liu, QQ; Shen, JY; Yu, XH; Yang, XF; Liu, W; Yang, J; Tang, H; Xu, H; Li, HM; Li, YY; Xu, JS				Liu, Qinqin; Shen, Jiyou; Yu, Xiaohui; Yang, Xiaofei; Liu, Wei; Yang, Juan; Tang, Hua; Xu, Hui; Li, Huaming; Li, Youyong; Xu, Jingsan			Unveiling the origin of boosted photocatalytic hydrogen evolution in simultaneously (S, P, O)-Codoped and exfoliated ultrathin g-C3N4 nanosheets	APPLIED CATALYSIS B-ENVIRONMENTAL																Yang, Xiaofei/B-9484-2019	Yang, Xiaofei/0000-0003-1972-4562												0926-3373	1873-3883				JUL 5	2019	248						84	94		10.1016/j.apcatb.2019.02.020								WOS:000463126200009						
J	Moreira, J; Lima, VB; Goulart, LA; Lanza, MRV				Moreira, Juliana; Lima, Vernica Bocalon; Goulart, Lorena Athie; Lanza, Marcos R. V.			Electrosynthesis of hydrogen peroxide using modified gas diffusion electrodes (MGDE) for environmental applications: Quinones and azo compounds employed as redox modifiers	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				JUL 5	2019	248						95	107		10.1016/j.apcatb.2019.01.071								WOS:000463126200010						
J	Dionisio, D; Motheo, AJ; Saez, C; Canizares, P; Rodrigo, MA				Dionisio, D.; Motheo, A. J.; Saez, C.; Canizares, P.; Rodrigo, M. A.			Effects of ultrasound irradiation on the electrochemical treatment of wastes containing micelles	APPLIED CATALYSIS B-ENVIRONMENTAL																Motheo, Artur/B-3192-2012; Rodrigo, Manuel Andres/I-6112-2013	Motheo, Artur/0000-0001-5819-9516; Dionisio, Dawany/0000-0003-3737-0673; Rodrigo, Manuel Andres/0000-0003-2518-8436												0926-3373	1873-3883				JUL 5	2019	248						108	114		10.1016/j.apcatb.2019.02.004								WOS:000463126200011						
J	Li, GQ; Shen, QY; Yang, ZZ; Kou, SW; Zhang, F; Zhang, WF; Guo, HZ; Du, YG				Li, Guoqiang; Shen, Qianyun; Yang, Zhenzhong; Kou, Shiwen; Zhang, Feng; Zhang, Weifeng; Guo, Haizhong; Du, Yingge			Photocatalytic behaviors of epitaxial BiVO4 (010) thin films	APPLIED CATALYSIS B-ENVIRONMENTAL																LI, Guoqiang/G-2745-2011	LI, Guoqiang/0000-0002-2091-8105												0926-3373	1873-3883				JUL 5	2019	248						115	119		10.1016/j.apcatb.2019.02.028								WOS:000463126200012						
J	Garcia-Munoz, P; Lefevre, C; Robert, D; Keller, N				Garcia-Munoz, Patricia; Lefevre, Christophe; Robert, Didier; Keller, Nicolas			Ti-substituted LaFeO3 perovskite as photoassisted CWPO catalyst for water treatment	APPLIED CATALYSIS B-ENVIRONMENTAL																Garcia-Munoz, Patricia/N-2754-2019	Garcia-Munoz, Patricia/0000-0001-6157-7952; ROBERT, DIDIER/0000-0002-3018-3210; Keller, Nicolas/0000-0003-1965-2730												0926-3373	1873-3883				JUL 5	2019	248						120	128		10.1016/j.apcatb.2019.02.030								WOS:000463126200013						
J	Serra, A; Zhang, Y; Sepulveda, B; Gomez, E; Nogues, J; Michler, J; Philippe, L				Serra, Albert; Zhang, Yue; Sepulveda, Borja; Gomez, Elvira; Nogues, Josep; Michler, Johann; Philippe, Laetitia			Highly active ZnO-based biomimetic fern-like microleaves for photocatalytic water decontamination using sunlight	APPLIED CATALYSIS B-ENVIRONMENTAL																Nogues, Josep/D-7791-2012; Gomez, Elvira/I-2663-2014	Nogues, Josep/0000-0003-4616-1371; Gomez, Elvira/0000-0002-9223-6357; Serra, Albert/0000-0003-0147-3400												0926-3373	1873-3883				JUL 5	2019	248						129	146		10.1016/j.apcatb.2019.02.017								WOS:000463126200014						
J	Park, S; Kim, Y; Han, H; Chung, YS; Yoon, W; Choi, J; Kim, WB				Park, Seongmin; Kim, Yoongon; Han, Hyunsu; Chung, Yong Sik; Yoon, Wongeun; Choi, Junil; Kim, Won Bae			In situ exsolved Co nanoparticles on Ruddlesden-Popper material as highly active catalyst for CO2 electrolysis to CO	APPLIED CATALYSIS B-ENVIRONMENTAL																	Kim, Won Bae/0000-0002-1251-9681												0926-3373	1873-3883				JUL 5	2019	248						147	156		10.1016/j.apcatb.2019.02.013								WOS:000463126200015						
J	Zhou, YQ; Zahran, EM; Quiroga, BA; Perez, J; Mintz, KJ; Peng, ZL; Liyanage, PY; Pandey, RR; Chusuei, CC; Leblanc, RM				Zhou, Yiqun; Zahran, Elsayed M.; Quiroga, Bruno A.; Perez, Jennifer; Mintz, Keenan J.; Peng, Zhili; Liyanage, Piumi Y.; Pandey, Raja R.; Chusuei, Charles C.; Leblanc, Roger M.			Size-dependent photocatalytic activity of carbon dots with surface-state determined photoluminescence	APPLIED CATALYSIS B-ENVIRONMENTAL																Zhou, Yiqun/I-8681-2019; Mintz, Keenan/Q-4105-2019	Zahran, Elsayed/0000-0003-3456-515X; Pandey, Raja Ram/0000-0002-5549-1279												0926-3373	1873-3883				JUL 5	2019	248						157	166		10.1016/j.apcatb.2019.02.019								WOS:000463126200016						
J	Tahir, B; Tahir, M; Amin, NAS				Tahir, Beenish; Tahir, Muhammad; Amin, Nor Aishah Saidina			Ag-La loaded protonated carbon nitrides nanotubes (pCNNT) with improved charge separation in a monolithic honeycomb photoreactor for enhanced bireforming of methane (BRM) to fuels	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				JUL 5	2019	248						167	183		10.1016/j.apcatb.2019.01.076								WOS:000463126200017						
J	Moreira, NFF; Sampaio, MJ; Ribeiro, AR; Silva, CG; Faria, JL; Silva, AMT				Moreira, Nuno F. F.; Sampaio, Maria J.; Ribeiro, Ana R.; Silva, Claudia G.; Faria, Joaquim L.; Silva, Adrian M. T.			Metal-free g-C3N4 photocatalysis of organic micropollutants in urban wastewater under visible light	APPLIED CATALYSIS B-ENVIRONMENTAL																Silva, Claudia Gomes/R-1957-2019; Silva, Adrian/J-3346-2013; Faria, Joaquim/G-6272-2010	Silva, Claudia Gomes/0000-0001-6469-4871; Silva, Adrian/0000-0001-8551-6353; Faria, Joaquim/0000-0002-6531-3978; Ribeiro, Ana R/0000-0002-4445-5379												0926-3373	1873-3883				JUL 5	2019	248						184	192		10.1016/j.apcatb.2019.02.001								WOS:000463126200018						
J	Du, C; Zhang, Q; Lin, ZY; Yan, B; Xia, CX; Yang, GW				Du, Chun; Zhang, Qian; Lin, Zhaoyong; Yan, Bo; Xia, Congxin; Yang, Guowei			Half-unit-cell ZnIn2S4 monolayer with sulfur vacancies for photocatalytic hydrogen evolution	APPLIED CATALYSIS B-ENVIRONMENTAL																; Lin, Zhaoyong/M-2274-2017	Du, Chun/0000-0002-8869-3950; Lin, Zhaoyong/0000-0001-6901-4695												0926-3373	1873-3883				JUL 5	2019	248						193	201		10.1016/j.apcatb.2019.02.027								WOS:000463126200019						
J	Muthurasu, A; Maruthapandian, V; Kim, HY				Muthurasu, Alagan; Maruthapandian, Viruthasalam; Kim, Hak Yong			Metal-organic framework derived Co3O4/MoS2 heterostructure for efficient bifunctional electrocatalysts for oxygen evolution reaction and hydrogen evolution reaction	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				JUL 5	2019	248						202	210		10.1016/j.apcatb.2019.02.014								WOS:000463126200020						
J	Markushyna, Y; Teutloff, C; Kurpil, B; Cruz, D; Lauermann, I; Zhao, YB; Antonietti, M; Savateev, A				Markushyna, Yevheniia; Teutloff, Christian; Kurpil, Bogdan; Cruz, Daniel; Lauermann, Iver; Zhao, Yubao; Antonietti, Markus; Savateev, Aleksandr			Halogenation of aromatic hydrocarbons by halide anion oxidation with poly (heptazine imide) photocatalyst	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				JUL 5	2019	248						211	217		10.1016/j.apcatb.2019.02.016								WOS:000463126200021						
J	Chen, CQ; Duan, FF; Zhao, SC; Wang, WK; Yang, F; Nuansing, W; Zhang, BY; Qin, Y; Knez, M				Chen, Chaoqiu; Duan, Feifei; Zhao, Shichao; Wang, Weike; Yang, Fan; Nuansing, Wiwat; Zhang, Baiyan; Qin, Yong; Knez, Mato			Porous Fe2O3 nanotubes with alpha-gamma phase junction for enhanced charge separation and photocatalytic property produced by molecular layer deposition	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				JUL 5	2019	248						218	225		10.1016/j.apcatb.2019.02.029								WOS:000463126200022						
J	Ma, SB; Zhao, XY; Li, YS; Zhang, TR; Yuan, FL; Niu, XY; Zhu, YJ				Ma, Shibo; Zhao, Xiaoyu; Li, Yushi; Zhang, Tianrui; Yuan, Fulong; Niu, Xiaoyu; Zhu, Yujun			Effect of W on the acidity and redox performance of the Cu0.02Fe0.2WaTiOx (a=0.01, 0.02, 0.03) catalysts for NH3-SCR of NO	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				JUL 5	2019	248						226	238		10.1016/j.apcatb.2019.02.015								WOS:000463126200023						
